Global_active_power, Noise, Anomaly
0.516,1.496674384,1
0.528,-0.183912881,1
0.436,1.406413376,1
0.454,-0.021043614,0
0.7721,1.747672818,1
0.45,0.586823136,0
0.76545,0.508125702,0
0.458,0.816368939,0
0.75895,0.068838851,1
0.452,0.604747153,0
0.428,0.004629175,0
0.358,0.615032634,0
0.7505,0.224228847,1
0.74925,1.570246213,1
0.402,1.307922134,1
0.418,0.308044568,0
0.74275,1.497309561,1
0.418,1.083661529,1
0.398,1.064790006,1
0.7394,0.228117727,1
0.398,1.002923288,1
0.73855,1.411763828,1
0.7321,0.328487748,0
0.71505,1.635833541,1
0.346,-0.165111632,1
0.6904,1.118156034,0
0.68565,0.341714219,0
0.326,0.576994257,0
0.344,1.266341919,1
0.67465,1.017608425,0
0.554,-0.102415621,1
0.536,1.333849254,1
0.738,0.273369012,0
0.7067,0.155236865,1
0.72475,1.147581146,0
0.74175,-0.145484748,1
0.7581,1.757603576,1
0.7726,1.381207678,1
0.78815,1.179642396,0
0.80485,0.527274191,0
0.8233,0.984443725,0
1.23,1.073349472,0
1.284,0.407771255,1
0.88145,1.448458666,1
1.242,1.728630895,0
1.338,1.503554321,0
1.578,0.60201484,1
0.97625,1.608694885,1
0.9965,1.890742968,1
1.222,0.343931504,1
1.236,1.993199514,1
1.224,0.276498513,1
1.07865,1.951182882,1
1.234,1.874727422,1
1.128,0.321967447,1
1.1402,0.447660556,1
1.1769,1.868599372,1
2.13,1.179629835,1
2.738,1.774068018,1
2.844,2.391816784,0
2.866,2.346758917,1
1.4624,1.954081445,0
2.608,3.044027021,0
1.57495,1.541880426,0
2.6,2.409162774,0
2.604,2.382779921,0
1.7443,1.465963623,0
1.8012,0.826391982,1
1.8559,1.254065067,1
1.90945,2.702606883,1
2.576,2.466540991,0
2.368,1.513951882,1
2.04435,1.318519132,1
2.07105,2.015415815,0
2.656,2.983574001,0
2.788,2.549573816,0
2.1893,2.738742573,1
2.73,2.759379082,0
2.28345,1.717602646,1
2.3263,2.649634047,0
2.3647,2.768441194,0
2.3918,2.415419334,0
1.516,1.872751289,0
2.4057,3.206110415,1
1.566,2.151758911,1
2.4251,1.716185866,1
1.876,2.801316372,1
1.852,1.74664159,0
1.868,1.122569418,1
1.824,1.93937059,0
2.4979,1.91896588,1
2.53185,3.481723742,1
2.536,3.108539661,1
2.59845,2.442125612,0
2.612,1.853665274,1
2.67165,3.34111228,1
3.51045,3.917772451,0
3.5767,3.733540829,0
3.026,2.783845892,0
3.016,2.723850973,0
2.8434,2.287290698,1
2.84805,3.846872858,1
3.09,3.324279818,0
3.054,2.155086086,1
3.08,3.311390512,0
2.89425,3.505497632,1
2.984,3.762329381,1
3.068,2.996167067,0
3.074,2.387153421,1
2.941,3.373393631,0
2.9623,2.720317983,0
3.112,2.774320289,0
2.966,3.581477188,1
3.01635,2.72908397,0
3.028,3.172075591,0
3.0315,3.488639583,0
2.042,1.176930156,1
2.99815,3.633766606,1
2.97715,3.358321515,0
2.758,2.276076907,0
2.778,2.63146355,0
2.974,3.801022033,1
3.0229,3.793522564,1
3.05925,3.342044477,0
2.964,3.336091002,0
3.034,2.97466725,0
3.048,2.621412221,0
3.18485,3.61534352,0
3.09,2.792700541,0
3.2453,3.903411721,1
3.2627,3.616951365,0
3.144,2.536601744,1
3.287,2.55853319,1
2.946,3.672301673,1
3.30365,3.183093349,0
2.848,3.252918336,0
2.886,3.675339515,1
3.19505,3.450715203,0
2.89,2.459019903,0
2.694,3.66851128,1
2.618,2.130756486,0
2.776,2.773149305,0
2.516,2.097488169,0
3.1338,2.955975787,0
2.374,1.731352607,1
3.09855,3.857295591,1
2.382,1.716396553,1
3.06575,2.925555691,0
2.372,3.071600021,1
3.023,2.807525691,0
2.33,2.864532124,1
2.464,3.235705845,1
2.146,2.921669314,1
2.93655,2.176318985,1
2.91315,3.767537424,1
2.9287,2.545568666,0
3.7442,2.972400293,1
4.824,5.775485341,1
3.8734,3.602395083,0
3.92065,3.211373262,1
2.038,2.07583541,0
1.896,1.24383586,1
1.906,1.131466526,1
1.886,1.5410417,0
1.898,0.976142266,1
3.01965,2.385066238,1
1.752,1.142787099,1
1.398,2.287175516,1
1.442,2.275290622,1
1.828,2.567157255,1
2.84765,3.515450068,1
1.694,1.573264953,0
2.78025,2.846846703,0
2.74875,3.155410235,0
1.688,0.693320421,1
2.68905,3.545364245,1
2.6584,2.903933864,0
1.684,1.632446777,0
1.914,1.83944187,0
2.5894,3.202745411,1
2.03,1.636270696,0
2.558,3.271606531,1
2.094,2.824893499,1
2.54075,3.45892485,1
2.208,1.331579597,1
2.53615,3.11869552,1
2.5335,2.150432431,0
2.5229,1.554664206,1
2.5131,3.385014249,1
2.51175,1.774324683,1
2.49955,2.676268043,0
1.866,2.703854174,1
1.824,1.35067012,0
2.4691,1.74739664,1
1.76,1.696675869,0
2.41425,1.579170625,1
2.34175,2.113432779,0
2.26565,3.192096469,1
2.18835,1.932383521,0
1.884,2.875936369,1
2.11715,2.485108492,0
1.794,1.239221038,1
1.78,1.806515069,0
2.1094,3.069842767,1
2.1069,2.223625623,0
2.10305,1.758317171,0
2.10445,1.809559142,0
2.1141,1.483109079,1
2.12285,1.357298563,1
2.12135,3.119423179,1
1.78,2.151334802,0
1.76,2.039753516,0
1.89,1.916043471,0
1.878,1.993649672,0
1.9,2.584452566,1
2.14215,2.46637888,0
1.912,1.528942361,0
1.89,1.197291676,1
2.15355,1.685012102,0
1.896,1.391596746,1
1.906,2.654483808,1
1.876,1.235022893,1
1.938,0.955261267,1
2.1311,2.701815938,1
1.974,1.536439212,0
1.962,2.791945894,1
1.952,1.304594833,1
2.10605,1.894350063,0
2.1036,1.573584366,1
1.906,2.746399796,1
2.1347,2.219331466,0
2.1814,2.500487394,0
2.22895,1.433363256,1
3.69,3.623505501,0
2.32375,1.569136919,1
2.36005,1.521099659,1
3.17,2.857091462,0
3.198,3.968450733,1
3.184,2.985449227,0
3.348,3.816312426,0
3.528,3.405436378,0
3.678,2.925923352,1
2.63935,3.436665642,1
2.68905,3.56289107,1
2.7372,2.628439881,0
4.758,5.654964527,1
4.786,4.597810702,0
4.808,5.219020448,0
4.772,4.365844074,0
3.8609,4.47334699,1
3.9327,4.480678264,1
4.554,4.018391102,1
4.0689,4.463884367,0
4.572,3.820436775,1
4.564,3.807452561,1
4.658,4.666935599,0
4.646,4.073959771,1
4.40965,4.86544913,0
4.628,5.026003555,0
4.632,4.918779729,0
4.606,3.908672338,1
4.63,5.546809079,1
4.616,5.515024713,1
4.7,4.094048767,1
4.8863,4.799741713,0
4.9554,4.007647408,1
5.02515,5.10049026,0
4.716,3.80853797,1
4.916,4.786262753,0
5.2454,5.768802908,1
4.652,4.289137418,0
4.456,4.302491629,0
5.31625,5.82209245,1
5.358,5.421149676,0
5.024,5.642160369,1
5.447,5.947560456,1
5.47535,5.037057251,0
4.288,3.431420197,1
5.53075,5.210226057,0
4.288,3.953474685,0
4.286,4.304135191,0
4.654,4.595574385,0
5.6055,4.799955989,1
4.094,3.951537376,0
4.11,3.402421532,1
5.6059,5.226140364,0
4.036,4.960103027,1
4.094,5.049976481,1
4.034,3.72405294,0
4.002,4.23845132,0
4.02,4.753089887,1
4.75125,4.982542331,0
3.984,3.356447178,1
5.47465,5.989319497,1
5.46325,5.628890088,0
3.224,3.184627298,0
4.62235,3.971248639,1
2.536,2.939266875,0
2.528,2.488399356,0
2.542,2.380992473,0
2.526,2.347624266,0
4.3596,4.078872732,0
4.29565,3.836407695,0
1.794,1.864441166,0
4.15415,4.129459572,0
4.0889,3.790386635,0
4.0257,3.984248652,0
3.45,2.781834691,1
3.935,3.565276406,0
2.096,1.838892105,0
2.436,1.883228348,1
3.76325,3.047789574,1
3.7076,3.483923073,0
3.6483,3.380828869,0
2.292,1.560644538,1
3.50555,3.866647953,0
3.44825,4.17060309,1
3.3931,3.434587337,0
2.006,1.107627235,1
3.28005,2.57325135,1
2.004,1.132144381,1
2.01,2.12936378,0
2.016,2.41848503,0
3.05285,3.686661433,1
3.0002,3.79051302,1
2.9483,3.354145087,0
2.8976,2.371644451,1
2.01,3.001172953,1
2.046,2.943509588,1
2.028,1.68553307,0
2.6962,2.847861817,0
1.918,2.076440376,0
2.59115,2.774170841,0
2.53545,3.375933584,1
2.47535,3.319200419,1
2.4334,1.732262459,1
2.4092,1.810016689,1
1.52,1.644014822,0
2.3583,3.240527804,1
2.33235,2.923284897,1
1.604,2.265691711,1
1.532,2.124268336,1
1.372,1.697700074,0
2.25285,3.200010834,1
2.2337,2.022922972,0
1.156,1.604550313,0
2.18325,1.638219258,1
1.222,1.861918309,1
2.0944,2.340424959,0
1.236,2.040542135,1
1.41,1.648274208,0
1.324,1.631411302,0
2.0007,2.302339639,0
1.538,1.205198006,0
1.9458,1.656648092,0
1.9229,2.625160487,1
1.908,2.224787702,0
1.35,1.256946263,0
1.8726,2.152728146,0
1.8532,2.422664485,1
1.402,0.629442185,1
1.82305,1.7904257,0
1.404,0.838325103,1
1.38,2.352743336,1
1.318,1.909230289,1
1.7575,2.046287972,0
1.7402,1.841718733,0
1.318,1.253839489,0
1.316,1.204678451,0
1.6868,2.656582079,1
1.6694,1.629681264,0
1.308,0.906338268,0
1.64085,1.800109532,0
1.306,0.816692339,0
1.617,1.248509639,0
1.6035,1.139376044,0
0.976,1.769663706,1
1.5884,2.043724196,0
1.5923,1.436888461,0
2.4153,1.757062707,1
2.4972,2.448075828,0
2.56185,2.395976142,0
1.66,1.405147993,0
1.82465,0.917617453,1
1.83035,2.249608862,0
1.112,1.956250514,1
1.82755,2.684350737,1
1.082,0.597822835,0
1.078,1.207635492,0
1.076,0.217589932,1
1.80815,1.790224758,0
1.8033,2.297170427,0
1.7969,2.640786676,1
1.212,0.524763319,1
1.78045,2.143942712,0
1.771,1.465316011,0
1.76365,1.921593233,0
1.75785,2.110806738,0
1.116,0.471930546,1
1.74825,2.248685,1
1.7411,1.08813158,1
1.73345,2.25257977,1
1.72445,1.475689858,0
1.046,1.322242881,0
1.7094,1.553660872,0
1.046,0.68593594,0
1.6959,0.84405177,1
1.689,1.479947301,0
1.68205,0.717738368,1
1.6752,0.850172048,1
1.02,1.928596781,1
0.966,1.827463506,1
0.966,0.028357802,1
0.964,0.902365439,0
0.966,0.584588656,0
0.968,1.361316042,0
2.044,1.266227707,1
2.084,1.42535765,1
1.687,1.240484474,0
2.054,2.800979775,1
1.55705,1.989037235,0
1.50545,1.091145898,0
2.05,2.856203997,1
1.5307,1.277788518,0
2.106,2.093707321,0
1.5736,2.040010837,0
1.59985,1.354301592,0
2.144,1.990496213,0
1.65315,1.800349627,0
2.15,3.087193627,1
1.70665,2.084582811,0
2.152,1.592706968,1
2.16,2.25939365,0
1.77935,2.123503461,0
2.166,3.160731126,1
2.246,2.677746059,0
2.236,1.318886284,1
2.236,2.704905112,0
1.91435,2.163056581,0
2.156,1.935322923,0
2.16,2.856098744,1
2.152,2.217853436,0
2.148,1.628134467,1
2.138,2.092663444,0
2.104,1.336993151,1
2.099,2.219611252,0
2.1236,2.555112625,0
2.018,1.923521237,0
2.17245,2.866624663,1
2.032,3.00217667,1
2.223,1.695088305,1
2.2533,2.069885583,0
2.426,2.225472264,0
2.31805,1.927000771,0
2.33965,1.408097765,1
2.05,2.811335682,1
2.06,2.772925773,1
0.998,0.00215134,1
1.042,0.33053556,1
1.018,1.395850035,0
2.25295,3.138434348,1
0.376,0.677655558,0
2.16915,2.812897674,1
0.376,-0.52550526,1
2.0841,1.881139237,0
2.03905,2.506939813,0
0.22,-0.017930145,0
1.943,1.661204341,0
0.252,0.195634313,0
1.85015,2.036992598,0
0.332,0.642429758,0
1.7591,1.512422594,0
1.7133,1.80595107,0
1.66735,2.441511551,1
0.326,-0.623118969,1
1.5733,0.939433799,1
1.5255,0.631061432,1
0.322,0.173540553,0
0.32,-0.165904633,0
0.412,1.279096069,1
0.394,-0.571101788,1
0.392,1.240930355,1
0.392,0.54432155,0
1.2079,1.384922957,0
1.1626,1.627705323,0
1.11875,0.680097228,0
1.0752,1.716434703,1
0.286,-0.22355712,1
0.258,0.533705696,0
0.94255,0.175945444,1
0.8967,1.615520286,1
0.216,-0.705265055,1
0.7924,0.972769553,0
0.216,1.086856546,1
0.214,0.107838575,0
0.214,-0.391556814,1
0.613,1.035105762,0
0.5934,-0.024960273,1
0.216,-0.626375793,1
0.5527,0.317803338,0
0.5421,-0.099358603,1
0.53815,0.251458283,0
0.5342,1.496086924,1
0.53025,0.037582065,0
0.52635,0.186096912,0
0.218,0.93676571,1
0.52315,1.247084513,1
0.216,0.241310713,0
0.216,-0.22593026,0
0.51925,1.221563966,1
0.51635,1.17212425,1
0.216,0.07738522,0
0.216,0.706055972,0
0.50865,-0.06991051,1
0.5088,0.851751823,0
0.33,-0.633446007,1
0.50905,-0.341615992,1
0.50915,-0.024125283,1
0.324,-0.042610583,0
0.507,-0.257307991,1
0.5051,1.33175511,1
0.32,-0.408373024,1
0.33,0.772498645,0
0.50435,0.214588869,0
0.5068,0.974822312,0
0.39,0.621694813,0
0.5117,1.084653041,1
0.384,0.605794524,0
0.29,0.170322976,0
0.5168,1.173237845,1
0.288,0.232028037,0
0.5204,1.244321705,1
0.5205,0.214416346,0
0.52045,1.269442029,1
0.216,0.724554673,1
0.216,0.537589929,0
0.5206,1.407643431,1
0.52065,0.165639484,0
0.308,-0.174723955,0
0.5251,1.271439613,1
0.3,0.137412714,0
0.302,-0.08207601,0
0.304,1.23637314,1
0.304,0.87739173,1
0.5357,0.113321194,0
0.5378,0.395235066,0
0.5399,0.128578972,0
0.54195,0.300880062,0
0.54395,0.071854723,0
0.54595,0.403234582,0
0.298,-0.456890822,1
0.55005,0.505431045,0
0.55205,1.300300309,1
0.55345,1.475382197,1
0.294,0.232448227,0
0.55155,-0.361535579,1
0.5494,0.820209638,0
0.214,0.465648055,0
0.54485,0.584159754,0
0.328,0.756052098,0
0.326,-0.528187331,1
0.326,-0.17186001,0
0.326,-0.529012263,1
0.54335,0.444981895,0
0.324,0.082285929,0
0.54005,1.471902546,1
0.338,-0.494531126,1
0.5392,1.280263943,1
0.396,0.308884818,0
0.5444,-0.434238106,1
0.39,-0.460489438,1
0.388,0.892344524,1
0.34,1.289448672,1
0.29,0.177049805,0
0.29,0.688279295,0
0.5577,0.76843112,0
0.218,-0.442746164,1
0.218,1.087106916,1
0.218,-0.649382325,1
0.5535,0.164087246,0
0.5515,0.194515841,0
0.222,0.036022979,0
0.5474,0.241289801,0
0.5453,-0.431661605,1
0.22,0.631328667,0
0.54115,1.529796992,1
0.53905,1.514721396,1
0.53705,0.309034149,0
0.216,0.026543802,0
0.216,0.637640251,0
0.531,-0.418219709,1
0.218,-0.146604624,0
0.218,0.823679731,1
0.5251,0.614323947,0
0.216,0.816526944,1
0.5213,-0.143427275,1
0.216,-0.313063747,1
0.5207,0.551441245,0
0.5197,0.334805801,0
0.5169,0.162668648,0
0.51415,0.204116192,0
0.5114,0.359015029,0
0.218,1.064045244,1
0.244,-0.249457171,0
0.332,0.03977402,0
0.50705,0.247814655,0
0.50675,0.512682373,0
0.50495,0.366150504,0
0.324,-0.152347098,0
0.50135,1.229067107,1
0.4996,1.247260586,1
0.356,0.757702722,0
0.396,0.51503038,0
0.5028,-0.068477492,1
0.5054,0.290436257,0
0.50825,0.84003969,0
0.5125,1.320750189,1
0.51525,-0.362800658,1
0.288,0.778303228,0
0.288,0.057638936,0
0.252,1.20818115,1
0.216,0.611484725,0
0.216,0.146520141,0
0.51915,1.010394566,0
0.218,1.188581603,1
0.5191,1.033215185,1
0.5191,1.417764793,1
0.218,0.078224725,0
0.51915,0.805672861,0
0.5192,0.58220657,0
0.5192,0.258994867,0
0.5192,0.827712591,0
0.218,0.272001115,0
0.5192,1.006049027,0
0.51925,1.439871054,1
0.51925,1.314650812,1
0.226,0.193977735,0
0.51975,-0.292903028,1
0.228,0.543264375,0
0.22,-0.109435988,0
0.5203,0.50301462,0
0.5204,0.634870891,0
0.52045,-0.231218753,1
0.51985,0.602676695,0
0.517,1.190979666,1
0.22,-0.130922431,0
0.218,0.734364996,1
0.218,0.394957223,0
0.5062,-0.18961231,1
0.50625,-0.225012746,1
0.50655,0.033572536,0
0.336,-0.315013089,1
0.334,0.874438017,1
0.50295,-0.451583135,1
0.50135,0.190937498,0
0.4998,0.794281467,0
0.49825,1.415344888,1
0.4996,-0.145599322,1
0.396,-0.068038774,0
0.50505,0.698708835,0
0.50875,0.350849862,0
0.51335,-0.340942353,1
0.5169,1.091577643,1
0.3,0.760646332,0
0.298,0.28592224,0
0.523,-0.037852005,1
0.52345,-0.128848393,1
0.5236,1.155781354,1
0.5237,0.031801453,0
0.5238,0.513435445,0
0.52395,-0.112238045,1
0.52385,1.144753217,1
0.216,0.022684968,0
0.216,0.035739216,0
0.5237,1.310624316,1
0.216,0.057710259,0
0.218,0.365153478,0
0.218,1.065693446,1
0.224,1.0412649,1
0.5233,0.844804035,0
0.52345,1.521200189,1
0.5236,0.24530757,0
0.52375,0.079787035,0
0.226,0.243785607,0
0.5241,0.060084034,0
0.222,-0.387192043,1
0.218,0.986074574,1
0.216,0.22453425,0
0.5257,0.322961528,0
0.3,-0.073860413,0
0.3,1.178305924,1
0.3,-0.086822943,0
0.304,0.955385746,1
0.52215,-0.35624446,1
0.382,1.21046415,1
0.5261,0.363106973,0
0.52885,1.068643248,1
0.53,0.317684915,0
0.53045,-0.374645545,1
0.408,0.642831671,0
0.5308,-0.167824039,1
0.404,1.288183642,1
0.532,0.20085577,0
0.4,0.714552245,0
0.5392,1.444125299,1
0.5435,0.449619319,0
0.45,0.992301943,1
0.376,0.0966988,0
0.3,-0.441457452,1
0.55655,1.40442724,1
0.5585,-0.294172011,1
0.5606,-0.369998558,1
0.292,-0.170464222,0
0.218,0.432457191,0
0.22,0.415908646,0
0.216,-0.663607708,1
0.5626,1.152270612,1
0.218,-0.225107964,0
0.218,0.142662298,0
0.5623,0.159414283,0
0.218,-0.110926579,0
0.5619,0.901067357,0
0.222,0.056919826,0
0.56185,1.443811866,1
0.5619,0.673229521,0
0.222,0.972634898,1
0.5619,1.531417471,1
0.5619,0.246979428,0
0.56025,0.551525066,0
0.214,0.163917344,0
0.216,0.517917011,0
0.216,-0.424531437,1
0.214,0.966788991,1
0.216,-0.20156677,0
0.5451,0.565228074,0
0.5396,-0.346833453,1
0.216,-0.7311482,1
0.52885,0.77033479,0
0.52395,0.636810309,0
0.248,0.877864715,1
0.332,0.180506013,0
0.33,0.377375774,0
0.51445,0.264441702,0
0.5126,0.461984288,0
0.50855,-0.012638402,1
0.322,1.130904482,1
0.50165,-0.422708721,1
0.32,-0.243071445,1
0.50075,0.426446894,0
0.50125,1.209321858,1
0.368,0.61533636,0
0.396,0.378901212,0
0.394,1.257022617,1
0.338,0.835790172,0
0.294,-0.14224175,0
0.296,0.258208604,0
0.5168,0.566063817,0
0.294,0.080893904,0
0.292,-0.504777275,1
0.246,-0.599709599,1
0.22,0.156601848,0
0.22,0.077222516,0
0.218,0.947423734,1
0.52095,0.829575204,0
0.22,-0.234039771,0
0.218,1.005859427,1
0.216,-0.467387549,1
0.5206,1.475702548,1
0.5206,-0.285070882,1
0.216,0.298342099,0
0.216,-0.716459508,1
0.5207,-0.131114177,1
0.52085,0.964881727,0
0.22,0.514797583,0
0.22,0.96860827,1
0.5213,1.144997648,1
0.52145,0.110625655,0
0.52155,1.407085537,1
0.5216,0.924750269,0
0.222,0.524425039,0
0.22,0.894993619,1
0.5154,1.047988917,1
0.5128,1.272182534,1
0.5104,0.793603208,0
0.5081,1.210680984,1
0.274,-0.406984202,1
0.5074,0.003845946,1
0.332,-0.413001182,1
0.50795,-0.47337502,1
0.332,-0.61008053,1
0.334,0.39830273,0
0.334,0.599957896,0
0.334,0.372262065,0
0.5042,0.462769908,0
0.5051,0.198362867,0
0.5059,1.497183498,1
0.5067,0.824652039,0
0.50915,0.950516498,0
0.41,-0.186575941,1
0.332,0.022952171,0
0.336,0.82829203,0
0.356,-0.523461269,1
0.354,-0.403400563,1
0.52735,1.370704795,1
0.348,0.988531367,1
0.53375,0.432900538,0
0.5354,1.074269485,1
0.5369,0.105125034,0
0.276,1.025181903,1
0.5399,0.479960602,0
0.276,-0.350967051,1
0.276,0.43972828,0
0.54425,0.927993635,0
0.5456,0.446397686,0
0.272,-0.248703219,1
0.5482,0.952212931,0
0.274,0.371839982,0
0.5508,-0.002979473,1
0.55215,1.158194221,1
0.5535,-0.219555569,1
0.55495,0.846363481,0
0.5563,-0.382086367,1
0.272,1.208427568,1
0.55855,-0.305040352,1
0.5595,-0.422460631,1
0.56345,0.365032596,0
0.692,1.001923757,0
1.538,1.023461819,1
0.632,0.233534716,0
0.66135,1.418674772,1
1.492,0.797745608,1
1.562,1.709809157,0
1.6,2.082111478,0
0.78435,0.496548098,0
0.8161,1.626233008,1
1.608,2.162454888,1
0.87995,1.169939479,0
0.9101,1.826127739,1
1.588,2.230671841,1
0.9708,0.774230446,0
1.664,1.444146313,0
1.04035,1.968570912,1
1.0766,0.582416915,0
1.11265,1.191264378,0
1.1506,1.835486521,1
1.18745,2.08802445,1
1.22815,2.110364261,1
2.428,1.565464379,1
4.696,4.175273127,1
5.302,5.591249936,0
5.284,5.177443516,0
3.93,3.801731513,0
2.508,3.343322278,1
1.8463,1.022779628,1
1.9011,2.30063869,0
1.95545,2.386128397,0
2.45,1.634111163,1
2.06455,1.170739789,1
2.11915,2.944465426,1
2.1727,2.011648771,0
2.888,3.47722678,1
3.08255,3.135957666,0
3.088,4.054690318,1
2.4905,3.482357131,1
2.5589,2.193214994,0
2.534,2.759223792,0
2.448,3.129616802,1
2.442,2.113545538,0
2.442,2.532664678,0
3.408,3.332841893,0
3.736,2.850023452,1
2.8293,3.011112243,0
2.85525,2.658798686,0
2.628,2.430613775,0
2.676,3.122798118,0
2.93485,3.298042569,0
2.9631,3.518896718,1
2.9924,2.85021319,0
2.762,2.213523127,1
2.75,1.867464919,1
3.0777,2.997068335,0
3.1007,3.273159378,0
2.756,1.762188693,1
3.14815,3.46043478,0
2.756,2.619881256,0
2.784,3.218014096,0
3.21845,3.530936879,0
2.916,3.22163185,0
2.936,3.248659408,0
3.12755,2.507004611,1
3.06775,3.438093725,0
2.834,3.01779969,0
2.824,1.914712313,1
2.81,2.61372307,0
2.806,3.020203666,0
3.07305,3.799788647,1
2.718,3.679530594,1
3.0858,2.599759784,0
3.09215,2.536449384,1
3.0995,2.559162728,1
3.09515,2.314107649,1
2.706,2.916668724,0
2.696,2.742799701,0
2.684,3.238431233,1
3.01535,3.190576484,0
3.0196,3.731231273,1
2.726,1.794182827,1
3.03495,3.067658503,0
2.886,2.615681511,0
2.992,2.028346121,1
2.988,3.862881679,1
2.976,3.302297973,0
3.0367,3.691366662,1
3.76,4.467850507,1
3.85395,4.773530436,1
4.002,3.418767402,1
3.276,3.323218973,0
3.1526,2.807005537,0
3.15505,3.283025875,0
3.184,3.384300898,0
4.046,4.958736913,1
3.22405,2.600034952,1
3.142,3.50088613,0
3.2429,2.954110067,0
3.368,3.922498168,1
3.27295,3.203173762,0
3.324,3.415099931,0
3.144,4.143825615,1
2.518,3.106410109,1
2.514,3.23405947,1
3.24515,3.646811975,0
1.71,1.751836934,0
3.18815,2.601663806,1
3.15985,4.151710399,1
1.682,2.58050727,1
3.1022,3.810899611,1
3.07395,2.199609677,1
1.584,1.035757459,1
3.0176,2.154658296,1
2.9892,3.141449983,0
1.564,1.929831269,0
1.538,0.817778376,1
1.492,1.067950339,0
1.492,1.768313287,0
2.84255,2.347122932,0
1.616,0.660045752,1
2.78945,3.318583028,1
2.76025,2.143111805,1
1.89,1.774142634,0
2.12,1.917436264,0
2.6915,2.371019674,0
2.1,2.407125057,0
2.6471,3.033083909,0
2.60555,2.849548486,0
2.11,1.656925815,0
2.5053,3.348272697,1
2.4761,3.327882594,1
2.118,1.453589634,1
2.124,3.123933065,1
2.118,1.363002722,1
2.346,1.966531342,0
2.3234,1.391757212,1
1.958,2.402298394,0
2.25585,2.265472041,0
1.584,1.218684146,0
1.576,1.409044745,0
2.14305,2.055834167,0
2.1428,2.805606263,1
2.1398,2.949143237,1
2.21,1.420880825,1
2.14755,1.438657725,1
2.186,1.781461514,0
2.16385,1.681197241,0
1.84,2.815725892,1
2.16895,3.003419629,1
1.668,2.300958537,1
1.728,2.528034613,1
2.17795,1.260522843,1
2.1817,1.388337135,1
1.462,1.972452416,1
1.39,1.791090733,0
1.364,1.072238125,0
2.1668,2.282482981,0
1.358,1.148973845,0
1.358,1.398539796,0
2.15335,1.247886918,1
1.322,1.977853025,1
2.13595,2.30546532,0
1.274,1.718934584,0
2.0994,1.154934573,1
1.27,2.126917017,1
2.05775,2.847820043,1
1.266,0.717824394,1
1.272,2.164055574,1
1.286,0.817718641,0
1.296,1.593474057,0
1.95495,1.790429983,0
1.292,1.858328298,1
1.9132,1.554829141,0
1.284,1.955528186,1
1.87185,2.003111585,0
1.8521,2.718426765,1
1.37,0.943518568,0
1.372,1.045261809,0
1.82655,1.332878539,0
1.376,0.46005816,1
1.374,1.163777816,0
1.378,1.788258017,0
1.7265,2.136028857,0
1.70555,1.619517278,0
1.676,0.718938083,1
1.65805,2.427259751,1
1.6493,0.7782525,1
1.496,0.985480648,1
1.6351,1.479011989,0
1.49,2.402293217,1
1.49,1.44267423,0
1.6181,1.271424548,0
1.61225,2.581332245,1
1.6128,1.152947227,0
1.42,1.597191721,0
1.6149,2.358168847,1
1.508,0.725871679,1
1.492,2.245808664,1
1.492,0.845963808,1
1.628,1.129037682,0
1.404,0.54763712,1
1.633,1.258291667,0
1.392,1.836007251,0
1.39,0.926995572,0
1.6419,1.439378554,0
1.376,0.609706315,1
1.31,1.750943702,0
1.64655,1.181658948,0
1.6472,1.026390832,1
1.6475,2.182263968,1
1.316,0.450719557,1
1.6486,1.091021173,1
1.306,0.590645306,1
1.6498,1.606281636,0
1.302,1.606759103,0
1.6495,0.895095007,1
1.29,2.049986463,1
1.294,0.824967306,0
1.6438,0.65639649,1
1.31,0.397707266,1
1.6404,2.301517543,1
1.6385,2.600843746,1
1.637,1.685143585,0
1.6355,1.254925424,0
1.6339,0.978699827,1
1.308,0.490155434,1
1.62535,2.222596053,1
1.314,0.415481914,1
1.302,0.796336466,1
1.34,1.727992738,0
1.422,2.070455086,1
1.42,1.239709904,0
1.60665,0.925948,1
1.6046,0.609890858,1
1.60405,2.54447104,1
1.402,0.566486148,1
1.60115,2.567400766,1
1.5989,1.471433285,0
1.404,0.520488724,1
1.404,2.213231768,1
1.446,0.774266049,1
1.474,2.067843551,1
1.60025,0.710539817,1
1.60215,1.911298021,0
1.60235,2.37992366,1
1.60225,1.112503057,0
1.372,0.740679242,1
1.60535,1.617950609,0
1.366,1.601388125,0
1.362,1.293596714,0
1.328,2.311282384,1
1.286,1.972904373,1
1.286,2.027212174,1
1.6067,0.872956542,1
1.6065,1.446420138,0
1.60635,0.787643374,1
1.294,1.871148082,1
1.6066,1.431181827,0
1.3,0.492195745,1
1.294,0.90932312,0
1.29,0.926460262,0
1.288,1.627461788,0
1.292,0.332772483,1
1.288,1.279198094,0
1.284,2.170308882,1
1.6034,1.918409653,0
1.29,0.413123173,1
1.294,0.573354449,1
1.60175,1.617810596,0
1.6001,1.740372954,0
1.5964,0.875744241,1
1.59275,1.480203178,0
1.5892,1.003678582,1
1.268,0.471364722,1
1.58455,2.343991217,1
1.58395,0.651223992,1
1.372,2.224053929,1
1.376,2.114995564,1
1.374,1.215851764,0
1.58075,2.41529677,1
1.374,2.187476192,1
1.382,0.966645445,0
1.382,1.248093789,0
1.38,1.942739752,1
1.5718,1.976510353,0
1.5736,2.535150713,1
1.452,1.53049773,0
